species,Longitude,Latitude
Carya alba,-88.239323,34.740434
Carya alba,-86.50605,34.742547
Carya alba,-92.30725,34.74648
Carya alba,-82.884167,34.749167
Carya alba,-91.888668,34.75427
Carya alba,-92.433254,34.754439
Carya alba,-82.35615,34.774436
Carya alba,-92.370438,34.777875
Carya alba,-91.556071,34.780135
Carya alba,-92.244653,34.782805
Carya alba,-87.700833,34.810278
Carya alba,-92.458374,34.838194
Carya alba,-92.526656,34.84922
Carya alba,-83.153672,34.86795
Carya alba,-92.313008,34.881435
Carya alba,-79.462825,34.884301
Carya alba,-91.190964,34.892941
Carya alba,-93.06272,34.90312
Carya alba,-79.564689,34.912405
Carya alba,-95.358014,34.934806
Carya alba,-85.066903,34.9365
Carya alba,-85.331537,34.942853
Carya alba,-92.351104,34.949004
Carya alba,-88.302522,34.963688
Carya alba,-94.041664,34.964443
Carya alba,-82.450278,34.978997
Carya alba,-93.298005,34.989043
Carya alba,-80.074075,34.99297
Carya alba,-85.36532,35.010375
Carya alba,-93.39352,35.01046
Carya alba,-80.856259,35.021168
Carya alba,-79.306092,35.02415
Carya alba,-92.3693,35.025857
Carya alba,-90.816562,35.026497
Carya alba,-83.273758,35.030619
Carya alba,-89.273159,35.049286
Carya alba,-83.43482,35.05392
Carya alba,-80.716068,35.056819
Carya alba,-80.084306,35.060351
Carya alba,-80.530321,35.07069
Carya alba,-79.105915,35.07239
Carya alba,-92.496552,35.073555
Carya alba,-94.3724,35.07406
Carya alba,-83.08231,35.076912
Carya alba,-83.23996,35.081459
Carya alba,-79.018413,35.08552
Carya alba,-82.482066,35.092061
Carya alba,-83.275001,35.109675
Carya alba,-84.71667,35.1113
Carya alba,-82.639433,35.112677
Carya alba,-85.172341,35.122051
Carya alba,-78.971131,35.127204
Carya alba,-80.489738,35.133232
Carya alba,-80.738289,35.151618
Carya alba,-79.370212,35.151771
Carya alba,-83.384436,35.159953
Carya alba,-93.600783,35.162158
Carya alba,-83.303955,35.166279
Carya alba,-85.116431,35.172701
Carya alba,-83.438569,35.183598
Carya alba,-77.739753,35.197867
Carya alba,-81.05,35.208333
Carya alba,-90.707628,35.213555
Carya alba,-93.258191,35.221966
Carya alba,-94.037383,35.222859
Carya alba,-77.888771,35.238267
Carya alba,-82.581338,35.239047
Carya alba,-77.588009,35.26142
Carya alba,-79.059749,35.269604
Carya alba,-82.49823,35.270472
Carya alba,-77.330139,35.288104
Carya alba,-94.160835,35.299656
Carya alba,-80.061091,35.335512
Carya alba,-81.854757,35.336049
Carya alba,-92.308105,35.349111
Carya alba,-80.805175,35.3548
Carya alba,-80.741596,35.355809
Carya alba,-80.925081,35.357315
Carya alba,-82.410671,35.359745
Carya alba,-85.680063,35.369076
Carya alba,-78.75068,35.398571
Carya alba,-79.987192,35.399033
Carya alba,-80.382475,35.415707
Carya alba,-76.946585,35.434908
Carya alba,-80.004935,35.439471
Carya alba,-86.057128,35.448875
Carya alba,-94.808843,35.456851
Carya alba,-78.914884,35.463967
Carya alba,-87.4784,35.464505
Carya alba,-80.779992,35.465339
Carya alba,-80.957153,35.48222
Carya alba,-86.106056,35.485497
Carya alba,-94.755244,35.495353
Carya alba,-82.606704,35.497835
Carya alba,-90.671556,35.52779
Carya alba,-84.965792,35.536524
Carya alba,-81.026017,35.538917
Carya alba,-80.391553,35.542781
Carya alba,-82.533457,35.558169
Carya alba,-94.96944,35.57086
Carya alba,-90.723256,35.577902
Carya alba,-85.129914,35.588599
Carya alba,-77.405162,35.602576
Carya alba,-82.539619,35.607986
Carya alba,-82.388271,35.609035
Carya alba,-83.928406,35.613571
Carya alba,-78.942361,35.617489
Carya alba,-78.34057,35.619299
Carya alba,-79.110732,35.624727
Carya alba,-79.766489,35.632138
Carya alba,-92.879336,35.640912
Carya alba,-90.65481,35.64423
Carya alba,-81.412788,35.659088
Carya alba,-79.064856,35.660284
Carya alba,-78.945016,35.660778
Carya alba,-81.270047,35.670821
Carya alba,-80.932459,35.67222
Carya alba,-79.663232,35.672372
Carya alba,-81.093875,35.676346
Carya alba,-90.93198,35.67682
Carya alba,-78.468788,35.683033
Carya alba,-93.958296,35.691362
Carya alba,-78.765331,35.693465
Carya alba,-79.034587,35.695033
Carya alba,-90.67368,35.69653
Carya alba,-94.341751,35.702732
Carya alba,-94.662201,35.707139
Carya alba,-78.331795,35.712357
Carya alba,-78.905994,35.717782
Carya alba,-78.703895,35.717868
Carya alba,-79.102898,35.72579
Carya alba,-78.208414,35.727755
Carya alba,-94.903433,35.730155
Carya alba,-78.591895,35.745286
Carya alba,-78.404166,35.745407
Carya alba,-78.71467,35.75975
Carya alba,-95.207886,35.767513
Carya alba,-79.138235,35.769705
Carya alba,-78.63861,35.7721
Carya alba,-90.701753,35.772237
Carya alba,-82.19974,35.777078
Carya alba,-78.380837,35.783017
Carya alba,-94.254105,35.783558
Carya alba,-78.855915,35.787114
Carya alba,-78.999766,35.790533
Carya alba,-78.594585,35.79132
Carya alba,-84.907295,35.797303
Carya alba,-86.275055,35.803242
Carya alba,-93.556057,35.804484
Carya alba,-79.198749,35.805634
Carya alba,-78.72632,35.816016
Carya alba,-81.180358,35.817422
Carya alba,-78.425485,35.82022
Carya alba,-92.561119,35.828048
Carya alba,-79.058024,35.828641
Carya alba,-85.526152,35.830065
Carya alba,-90.739653,35.833864
Carya alba,-80.009679,35.838691
Carya alba,-78.794799,35.839824
Carya alba,-92.8575,35.8545
Carya alba,-91.101585,35.856512
Carya alba,-86.302704,35.856775
Carya alba,-78.986066,35.86042
Carya alba,-84.070974,35.869915
Carya alba,-78.27,35.87
Carya alba,-78.761178,35.871012
Carya alba,-79.070203,35.872331
Carya alba,-85.255762,35.879853
Carya alba,-78.642318,35.880317
Carya alba,-94.640972,35.881527
Carya alba,-78.536725,35.884313
Carya alba,-84.287469,35.886511
Carya alba,-87.79415,35.889616
Carya alba,-79.008605,35.89443
Carya alba,-79.259573,35.895922
Carya alba,-90.798152,35.908893
Carya alba,-84.024216,35.910193
Carya alba,-78.921625,35.914929
Carya alba,-78.742637,35.915489
Carya alba,-86.203834,35.917063
Carya alba,-79.051291,35.919197
Carya alba,-78.599214,35.923482
Carya alba,-76.575874,35.935893
Carya alba,-84.337415,35.937373
Carya alba,-79.099502,35.94344
Carya alba,-83.972417,35.944344
Carya alba,-79.78412,35.953444
Carya alba,-79.423674,35.955448
Carya alba,-83.898766,35.959526
Carya alba,-79.050975,35.96023
Carya alba,-81.113728,35.964108
Carya alba,-94.777451,35.966199
Carya alba,-78.487078,35.97552
Carya alba,-78.839986,35.983239
Carya alba,-78.943754,35.984492
Carya alba,-82.119315,35.984907
Carya alba,-75.663234,35.987839
Carya alba,-79.442865,35.993832
Carya alba,-79.058559,35.995213
Carya alba,-80.391628,35.995886
Carya alba,-94.135064,35.99825
Carya alba,-95.0167,36
Carya alba,-89.85,36
Carya alba,-79.181136,36.000751
Carya alba,-83.41489,36.015369
Carya alba,-91.252684,36.01598
Carya alba,-78.980644,36.019762
Carya alba,-91.616277,36.021955
Carya alba,-78.35349,36.02307
Carya alba,-79.0711,36.0361
Carya alba,-94.183557,36.040162
Carya alba,-90.663414,36.044562
Carya alba,-78.824633,36.045401
Carya alba,-78.923221,36.046688
