species,Longitude,Latitude
Carya cordiformis,-94.485,36.545556
Carya cordiformis,-87.30603,36.551465
Carya cordiformis,-88.3509,36.5758
Carya cordiformis,-87.273562,36.615131
Carya cordiformis,-88.307773,36.623018
Carya cordiformis,-94.071994,36.658306
Carya cordiformis,-93.60555,36.67222
Carya cordiformis,-92.668611,36.674445
Carya cordiformis,-94.35488,36.73104
Carya cordiformis,-88.116284,36.734933
Carya cordiformis,-76.234582,36.747923
Carya cordiformis,-91.240555,36.753333
Carya cordiformis,-91.701944,36.778056
Carya cordiformis,-94.383611,36.786389
Carya cordiformis,-87.995033,36.795605
Carya cordiformis,-89.912472,36.847833
Carya cordiformis,-94.777515,36.871377
Carya cordiformis,-80.346754,36.873491
Carya cordiformis,-94.873361,36.881731
Carya cordiformis,-78.706159,36.883338
Carya cordiformis,-90.323611,36.889167
Carya cordiformis,-88.035801,36.901658
Carya cordiformis,-92.101667,36.903611
Carya cordiformis,-94.919435,36.907105
Carya cordiformis,-80.515075,36.907752
Carya cordiformis,-93.133333,36.907778
Carya cordiformis,-93.056845,36.930055
Carya cordiformis,-86.47098,36.953095
Carya cordiformis,-90.549444,36.971111
Carya cordiformis,-88.222021,36.981252
Carya cordiformis,-94.440929,36.983022
Carya cordiformis,-96.2585,37.0045
Carya cordiformis,-94.720455,37.023413
Carya cordiformis,-94.62847,37.02446
Carya cordiformis,-95.01659,37.03219
Carya cordiformis,-96.31518,37.03525
Carya cordiformis,-88.282233,37.052558
Carya cordiformis,-94.63967,37.05704
Carya cordiformis,-90.366667,37.066667
Carya cordiformis,-96.0136,37.07368
Carya cordiformis,-96.07752,37.10965
Carya cordiformis,-96.16765,37.1421
Carya cordiformis,-89.006521,37.157761
Carya cordiformis,-91.157714,37.160095
Carya cordiformis,-76.451815,37.167026
Carya cordiformis,-94.64958,37.17082
Carya cordiformis,-94.310223,37.176447
Carya cordiformis,-95.69011,37.18073
Carya cordiformis,-80.313263,37.189977
Carya cordiformis,-96.837489,37.237753
Carya cordiformis,-76.51,37.23861
Carya cordiformis,-76.021772,37.257535
Carya cordiformis,-93.301389,37.257778
Carya cordiformis,-75.013667,37.264083
Carya cordiformis,-89.109155,37.277541
Carya cordiformis,-96.037222,37.278611
Carya cordiformis,-95.221728,37.281629
Carya cordiformis,-95.11125,37.28559
Carya cordiformis,-85.996322,37.295483
Carya cordiformis,-89.55,37.31
Carya cordiformis,-94.73923,37.31686
Carya cordiformis,-95.083333,37.333333
Carya cordiformis,-89.25953,37.358052
Carya cordiformis,-77.363243,37.374745
Carya cordiformis,-88.934389,37.375391
Carya cordiformis,-92.587778,37.399722
Carya cordiformis,-89.46361,37.405
Carya cordiformis,-76.713448,37.413077
Carya cordiformis,-76.888164,37.413503
Carya cordiformis,-92.914111,37.417431
Carya cordiformis,-79.187815,37.418062
Carya cordiformis,-95.73477,37.41832
Carya cordiformis,-91.345847,37.41968
Carya cordiformis,-80.284845,37.420925
Carya cordiformis,-84.294524,37.424921
Carya cordiformis,-93.297503,37.428763
Carya cordiformis,-89.279308,37.429916
Carya cordiformis,-89.43968,37.438889
Carya cordiformis,-94.7,37.45
Carya cordiformis,-96.008333,37.453056
Carya cordiformis,-96.26361,37.45581
Carya cordiformis,-92.725228,37.459665
Carya cordiformis,-88.160109,37.467879
Carya cordiformis,-89.346322,37.486122
Carya cordiformis,-84.218497,37.496742
Carya cordiformis,-94.18,37.5
Carya cordiformis,-88.72475,37.510838
Carya cordiformis,-96.77518,37.51198
Carya cordiformis,-77.456762,37.52847
Carya cordiformis,-93.297222,37.529167
Carya cordiformis,-88.977263,37.530067
Carya cordiformis,-89.438575,37.54341
Carya cordiformis,-84.238503,37.544962
Carya cordiformis,-90.834877,37.549686
Carya cordiformis,-77.521076,37.551518
Carya cordiformis,-93.698889,37.552778
Carya cordiformis,-96.4756,37.55694
Carya cordiformis,-84.290276,37.56456
Carya cordiformis,-89.314847,37.568556
Carya cordiformis,-88.683785,37.572236
Carya cordiformis,-77.803207,37.573986
Carya cordiformis,-89.188415,37.60505
Carya cordiformis,-84.195925,37.609419
Carya cordiformis,-89.599435,37.617482
Carya cordiformis,-94.809723,37.629723
Carya cordiformis,-89.216388,37.640231
Carya cordiformis,-84.66002,37.6412
Carya cordiformis,-91.066944,37.642778
Carya cordiformis,-84.780783,37.647788
Carya cordiformis,-89.306534,37.649088
Carya cordiformis,-90.67972,37.65027
Carya cordiformis,-92.083458,37.653695
Carya cordiformis,-86.555119,37.65563
Carya cordiformis,-94.73616,37.66129
Carya cordiformis,-88.743167,37.6692
Carya cordiformis,-85.84,37.7
Carya cordiformis,-89.230993,37.703677
Carya cordiformis,-89.151447,37.712637
Carya cordiformis,-92.053421,37.729109
Carya cordiformis,-89.394002,37.738185
Carya cordiformis,-80.995635,37.747059
Carya cordiformis,-89.551322,37.767444
Carya cordiformis,-95.06671,37.77439
Carya cordiformis,-89.435534,37.783572
Carya cordiformis,-83.635344,37.788375
Carya cordiformis,-84.618121,37.790416
Carya cordiformis,-96.2378,37.79201
Carya cordiformis,-95.84455,37.79473
Carya cordiformis,-84.737267,37.796147
Carya cordiformis,-84.008356,37.800347
Carya cordiformis,-94.300833,37.813333
Carya cordiformis,-96.03254,37.83419
Carya cordiformis,-95.80001,37.83867
Carya cordiformis,-83.68052,37.853572
Carya cordiformis,-94.763391,37.861499
Carya cordiformis,-95.11515,37.87264
Carya cordiformis,-90.316667,37.886389
Carya cordiformis,-95.740168,37.88667
Carya cordiformis,-96.232636,37.887543
Carya cordiformis,-84.30254,37.892543
Carya cordiformis,-93.296785,37.896332
Carya cordiformis,-78.945463,37.917092
Carya cordiformis,-84.339117,37.923148
Carya cordiformis,-89.563378,37.923935
Carya cordiformis,-91.9775,37.926111
Carya cordiformis,-97.033886,37.935238
Carya cordiformis,-94.531944,37.949444
Carya cordiformis,-91.15,37.951389
Carya cordiformis,-94.71968,37.95204
Carya cordiformis,-84.499838,37.956167
Carya cordiformis,-95.9125,37.9598
Carya cordiformis,-84.563539,37.981903
Carya cordiformis,-87.50773,37.987859
Carya cordiformis,-98,38
Carya cordiformis,-95.5279,38.0032
Carya cordiformis,-84.530177,38.012394
Carya cordiformis,-94.70128,38.02453
Carya cordiformis,-85.667931,38.036486
Carya cordiformis,-94.2525,38.043889
Carya cordiformis,-84.530708,38.052903
Carya cordiformis,-95.59788,38.05336
Carya cordiformis,-81.041996,38.053442
Carya cordiformis,-83.407333,38.054978
Carya cordiformis,-78.668373,38.064857
Carya cordiformis,-78.44704,38.065701
Carya cordiformis,-84.392027,38.071251
Carya cordiformis,-84.563697,38.083278
Carya cordiformis,-78.739267,38.086278
Carya cordiformis,-93.720556,38.086944
Carya cordiformis,-96.09882,38.10385
Carya cordiformis,-92.560278,38.117222
Carya cordiformis,-83.772238,38.120347
Carya cordiformis,-83.513512,38.124486
Carya cordiformis,-90.675,38.125
Carya cordiformis,-85.51825,38.127892
Carya cordiformis,-94.873492,38.135123
Carya cordiformis,-90.189772,38.15767
Carya cordiformis,-90.7,38.166667
Carya cordiformis,-86.999217,38.168941
Carya cordiformis,-94.6131,38.1944
Carya cordiformis,-84.119546,38.212212
Carya cordiformis,-94.949997,38.233334
Carya cordiformis,-95.26038,38.23708
Carya cordiformis,-85.69342,38.237438
Carya cordiformis,-75.4647,38.24
Carya cordiformis,-80.831505,38.27757
Carya cordiformis,-86.539979,38.277611
Carya cordiformis,-95.15906,38.27904
Carya cordiformis,-95.52612,38.28616
Carya cordiformis,-90.304038,38.310318
Carya cordiformis,-84.63983,38.333558
Carya cordiformis,-95.88936,38.34839
Carya cordiformis,-81.574434,38.356058
Carya cordiformis,-85.615969,38.356484
